A dog wags his tail at the boy.	train.conceptset.1_snt.4	time.21	When does their dog usually wag tail at the boy?	wag-01
a dog wags its tail with its heart	train.conceptset.1_snt.5	frame	wag-01	wag-01
a dog wags its tail with its heart	train.conceptset.1_snt.5	location.22	Where do dogs usually wag tail with heart?	wag-01
a dog wags its tail with its heart	train.conceptset.1_snt.5	manner.23	How is it that dog of yours usually wags tail with heart?	wag-01
a dog wags its tail with its heart	train.conceptset.1_snt.5	purpose.24	Why do dogs usually wag tail with heart?	wag-01
a dog wags its tail with its heart	train.conceptset.1_snt.5	time.25	When does this dog usually wag its tail with heart?	wag-01
paddle an open canoe along lake .	train.conceptset.2_snt.7	frame	paddle-01	paddle-01
paddle an open canoe along lake .	train.conceptset.2_snt.7	location.26	Where do you usually paddle open canoe along the lake?	paddle-01
paddle an open canoe along lake .	train.conceptset.2_snt.7	manner.27	How do you usually paddle open canoe along the lake?	paddle-01
paddle an open canoe along lake .	train.conceptset.2_snt.7	purpose.28	Why do you usually paddle an open canoe along the lake?	paddle-01
paddle an open canoe along lake .	train.conceptset.2_snt.7	time.29	When are you usually paddling an open canoe along the lake?	paddle-01
paddle an open canoe along lake .	train.conceptset.2_snt.7	ARG2.30	How often do you usually paddle an open canoe along the lake?	paddle-01
a man paddles his canoe on the lake.	train.conceptset.2_snt.8	frame	paddle-01	paddle-01
a man paddles his canoe on the lake.	train.conceptset.2_snt.8	manner.32	How often do men usually paddle their canoe in the lake?	paddle-01
a man paddles his canoe on the lake.	train.conceptset.2_snt.8	purpose.33	Why do men usually paddle their canoe in the lake?	paddle-01
a man paddles his canoe on the lake.	train.conceptset.2_snt.8	time.34	When do men usually paddle their canoe in the lake?	paddle-01
a man paddles his canoe on the lake.	train.conceptset.2_snt.8	ARG2.35	How often do men paddle their canoe in the lake?	paddle-01
a train pulls into station	train.conceptset.3_snt.9	frame	pull-01	pull-01
a train pulls into station	train.conceptset.3_snt.9	location.37	Where does the train usually pull into the station?	pull-01
a train pulls into station	train.conceptset.3_snt.9	manner.38	How are trains usually pulled into stations?	pull-01
a train pulls into station	train.conceptset.3_snt.9	purpose.39	Why are trains usually pulled into stations?	pull-01
a train pulls into station	train.conceptset.3_snt.9	time.40	When is the train usually pulled into the station?	pull-01
a train pulls into station	train.conceptset.3_snt.9	ARG0.41	Who usually pulls the train to the station?	pull-01
a train pulls into station	train.conceptset.3_snt.9	ARG3.42	How often are trains pulled into stations?	pull-01
train pulling in to station .	train.conceptset.3_snt.10	frame	pull-01	pull-01
the train pulling into station	train.conceptset.3_snt.11	frame	pull-01	pull-01
A horse is eating hay.	train.conceptset.4_snt.12	frame	eat-01	eat-01
A horse is eating hay.	train.conceptset.4_snt.12	location.55	Where do horses usually eat hay?	eat-01
A horse is eating hay.	train.conceptset.4_snt.12	manner.56	How do horses usually eat hay?	eat-01
A horse is eating hay.	train.conceptset.4_snt.12	purpose.57	Why do horses usually eat hay?	eat-01
A horse is eating hay.	train.conceptset.4_snt.12	time.58	When do horses usually eat hay?	eat-01
The horses are eating hay.	train.conceptset.4_snt.13	frame	eat-01	eat-01
A horse eats hay in the barn	train.conceptset.4_snt.14	frame	eat-01	eat-01
A horse eats hay in the barn	train.conceptset.4_snt.14	manner.63	How do horses usually eat hay in barns?	eat-01
A horse eats hay in the barn	train.conceptset.4_snt.14	purpose.64	Why do horses usually eat hay in barns?	eat-01
A horse eats hay in the barn	train.conceptset.4_snt.14	time.65	When do horses usually eat hay in barns?	eat-01
watch a match with fans	train.conceptset.5_snt.15	frame	watch-01	watch-01
watch a match with fans	train.conceptset.5_snt.15	location.66	Where do you usually watch the match with the fans?	watch-01
watch a match with fans	train.conceptset.5_snt.15	manner.67	How often do you usually watch a match with a fan?	watch-01
watch a match with fans	train.conceptset.5_snt.15	purpose.68	Why do you usually watch the match with the fans?	watch-01
watch a match with fans	train.conceptset.5_snt.15	time.69	When do you usually watch the match with the fans?	watch-01
the fans watch the match	train.conceptset.5_snt.16	frame	watch-01	watch-01
the fans watch the match	train.conceptset.5_snt.16	location.70	Where do fans usually watch the matches?	watch-01
the fans watch the match	train.conceptset.5_snt.16	manner.71	How do fans usually watch the match?	watch-01
the fans watch the match	train.conceptset.5_snt.16	purpose.72	Why do fans usually watch the matches?	watch-01
the fans watch the match	train.conceptset.5_snt.16	time.73	When do fans usually watch the match?	watch-01
a fan watches during the match	train.conceptset.5_snt.17	frame	watch-01	watch-01
The dogs laid down on the rug	train.conceptset.7_snt.22	frame	lie-down-09	lie-down-09
The dogs laid down on the rug	train.conceptset.7_snt.22	location.78	Where do dogs usually lie on the rug?	lie-down-09
The dogs laid down on the rug	train.conceptset.7_snt.22	manner.79	How is it that dogs are usually lying down on the rug?	lie-down-09
The dogs laid down on the rug	train.conceptset.7_snt.22	purpose.80	Why do dogs usually lie down on the rug?	lie-down-09
The dogs laid down on the rug	train.conceptset.7_snt.22	time.81	When is the dog usually lying down on the rug?	lie-down-09
Brown dog chews on bone while laying on the rug.	train.conceptset.7_snt.23	frame	chew-01	chew-01
Brown dog chews on bone while laying on the rug.	train.conceptset.7_snt.23	location.82	Where does a brown dog usually chew on a bone when it is laying on the rug?	chew-01
Brown dog chews on bone while laying on the rug.	train.conceptset.7_snt.23	manner.83	How is it that brown dogs usually chew on bones when laying on the rug?	chew-01
Brown dog chews on bone while laying on the rug.	train.conceptset.7_snt.23	purpose.84	Why do brown dogs usually chew on bones when they are laying on the rug?	chew-01
hanging a painting on a wall at home	train.conceptset.8_snt.24	frame	hang-01	hang-01
hanging a painting on a wall at home	train.conceptset.8_snt.24	location.85	Where are the paints usually hung on the walls of homes?	hang-01
hanging a painting on a wall at home	train.conceptset.8_snt.24	manner.86	How is the paint usually hung from the walls of the homes?	hang-01
hanging a painting on a wall at home	train.conceptset.8_snt.24	purpose.87	Why do paint usually hang from the walls of homes?	hang-01
hanging a painting on a wall at home	train.conceptset.8_snt.24	time.88	When does the paint usually hang from the walls of the homes?	hang-01
hanging a painting on a wall at home	train.conceptset.8_snt.24	ARG0.89	Who usually hangs paint from the walls of homes?	hang-01
paintings of horses hang on the walls .	train.conceptset.8_snt.25	frame	hang-01	hang-01
paintings of horses hang on the walls .	train.conceptset.8_snt.25	location.90	Where do horses usually hang from the walls?	hang-01
paintings of horses hang on the walls .	train.conceptset.8_snt.25	manner.91	How is a picture of a horse usually hung from a wall?	hang-01
paintings of horses hang on the walls .	train.conceptset.8_snt.25	purpose.92	Why are horse pictures usually hung from the walls?	hang-01
paintings of horses hang on the walls .	train.conceptset.8_snt.25	time.93	When are horses usually hanging from the walls?	hang-01
paintings of horses hang on the walls .	train.conceptset.8_snt.25	ARG0.94	Who usually hangs pictures of horses from the walls?	hang-01
There is only one painting hanging on the wall.	train.conceptset.8_snt.26	frame	hang-01	hang-01
There is only one painting hanging on the wall.	train.conceptset.8_snt.26	location.95	Where does it usually hang only one painting from the walls?	hang-01
There is only one painting hanging on the wall.	train.conceptset.8_snt.26	manner.96	How is it that only one painting is usually hung on the wall?	hang-01
There is only one painting hanging on the wall.	train.conceptset.8_snt.26	purpose.97	Why are only one painting usually hung on the walls?	hang-01
There is only one painting hanging on the wall.	train.conceptset.8_snt.26	time.98	When is it usually only one painting hangs from the walls?	hang-01
There is only one painting hanging on the wall.	train.conceptset.8_snt.26	ARG0.99	Who usually hangs only one painting on the walls?	hang-01
boy carries a tray of food .	train.conceptset.9_snt.27	frame	carry-01	carry-01
boy carries a tray of food .	train.conceptset.9_snt.27	location.100	Where does the boy usually carry the food trays?	carry-01
boy carries a tray of food .	train.conceptset.9_snt.27	manner.101	How are the boys usually carrying food trays?	carry-01
boy carries a tray of food .	train.conceptset.9_snt.27	purpose.102	Why do the boys usually carry food trays?	carry-01
boy carries a tray of food .	train.conceptset.9_snt.27	time.103	When does the boy usually carry a food tray?	carry-01
people carrying food on trays	train.conceptset.9_snt.28	frame	carry-01	carry-01
people carrying food on trays	train.conceptset.9_snt.28	location.107	Where do people usually carry food on trays?	carry-01
people carrying food on trays	train.conceptset.9_snt.28	manner.108	How do people usually carry food on trays?	carry-01
people carrying food on trays	train.conceptset.9_snt.28	purpose.109	Why do people usually carry food on trays?	carry-01
people carrying food on trays	train.conceptset.9_snt.28	time.110	When do people usually carry food on trays?	carry-01
people carrying food on trays	train.conceptset.9_snt.28	ARG3.112	How much food do people usually carry on trays?	carry-01
The woman is carrying two trays of food.	train.conceptset.9_snt.29	frame	carry-01	carry-01
The woman is carrying two trays of food.	train.conceptset.9_snt.29	location.114	Where do women usually carry two trays of food?	carry-01
The woman is carrying two trays of food.	train.conceptset.9_snt.29	manner.115	How is it that women usually carry two trays of food?	carry-01
The woman is carrying two trays of food.	train.conceptset.9_snt.29	purpose.116	Why do women usually carry two trays of food?	carry-01
The woman is carrying two trays of food.	train.conceptset.9_snt.29	time.117	When does a women usually carry two trays of food?	carry-01
The woman is carrying two trays of food.	train.conceptset.9_snt.29	ARG2.118	How often do women carry two trays of food?	carry-01
soccer fans watches a league match in a stadium	train.conceptset.10_snt.30	frame	watch-01	watch-01
soccer fans watches a league match in a stadium	train.conceptset.10_snt.30	manner.121	How do soccer fans usually watch league matches in the stadium?	watch-01
soccer fans watches a league match in a stadium	train.conceptset.10_snt.30	purpose.122	Why do soccer fans usually watch league matches in the stadium?	watch-01
soccer fans watches a league match in a stadium	train.conceptset.10_snt.30	time.123	When do soccer fans usually watch league matches in the stadium?	watch-01
supporters watch the match from a hill outside the stadium	train.conceptset.10_snt.32	frame	watch-01	watch-01
supporters watch the match from a hill outside the stadium	train.conceptset.10_snt.32	manner.124	How do supporters usually watch the match from the hill outside the stadium?	watch-01
supporters watch the match from a hill outside the stadium	train.conceptset.10_snt.32	purpose.125	Why do supporters usually watch the match from the hill outside the stadium?	watch-01
supporters watch the match from a hill outside the stadium	train.conceptset.10_snt.32	time.126	When do supporters usually watch the match from the hill outside the stadium?	watch-01
A cat licks his paws.	train.conceptset.11_snt.33	frame	lick-01	lick-01
A cat licks his paws.	train.conceptset.11_snt.33	location.127	Where do cats usually lick the paw?	lick-01
A cat licks his paws.	train.conceptset.11_snt.33	manner.128	How is it that cats usually lick the paw?	lick-01
A cat licks his paws.	train.conceptset.11_snt.33	purpose.129	Why do cats usually lick the paw?	lick-01
A cat licks his paws.	train.conceptset.11_snt.33	time.130	When does the cat usually lick the paw?	lick-01
A cat is licking its paw	train.conceptset.11_snt.34	frame	lick-01	lick-01
the cat licks the pad of his front paw	train.conceptset.11_snt.35	frame	lick-01	lick-01
the cat licks the pad of his front paw	train.conceptset.11_snt.35	location.135	Where does a cat with its front paw usually lick the pad?	lick-01
the cat licks the pad of his front paw	train.conceptset.11_snt.35	manner.136	How does a cat with its front paw usually lick the pad?	lick-01
the cat licks the pad of his front paw	train.conceptset.11_snt.35	purpose.137	Why does a cat with its front paw usually lick the pad?	lick-01
the cat licks the pad of his front paw	train.conceptset.11_snt.35	time.138	When does a cat with its front paw usually lick the pad?	lick-01
Three men tile a wall in a large empty room	train.conceptset.12_snt.37	frame	tile-01	tile-01
Three men tile a wall in a large empty room	train.conceptset.12_snt.37	location.139	Where do three men usually tile a wall in an empty large room?	tile-01
Three men tile a wall in a large empty room	train.conceptset.12_snt.37	manner.140	How do three men usually tile a wall in an empty large room?	tile-01
Three men tile a wall in a large empty room	train.conceptset.12_snt.37	purpose.141	Why do three men usually tile a wall in an empty large room?	tile-01
Three men tile a wall in a large empty room	train.conceptset.12_snt.37	time.142	When do three men usually tile a wall in an empty large room?	tile-01
Three men tile a wall in a large empty room	train.conceptset.12_snt.37	ARG2.143	How often do three men usually tile a wall in an empty large room?	tile-01
canoe on a shore of lake .	train.conceptset.13_snt.39	frame	canoe-01	canoe-01
canoe on a shore of lake .	train.conceptset.13_snt.39	manner.144	How do they usually canoe to the lake's shores?	canoe-01
canoe on a shore of lake .	train.conceptset.13_snt.39	purpose.145	Why do they usually canoe on the lake's shores?	canoe-01
canoe on a shore of lake .	train.conceptset.13_snt.39	time.146	When are the lake's shores usually canoeed?	canoe-01
canoe on a shore of lake .	train.conceptset.13_snt.39	ARG0.147	Who's usually canoeing on the lake's shores?	canoe-01
canoe on a shore of lake .	train.conceptset.13_snt.39	ARG1.148	Who is usually canoeing on the lake's shores?	canoe-01
canoe on shore with rainbow across the lake	train.conceptset.13_snt.40	frame	canoe-01	canoe-01
canoe on shore with rainbow across the lake	train.conceptset.13_snt.40	manner.151	How do they usually canoe across the lake, with rainbows, to the shore?	canoe-01
canoe on shore with rainbow across the lake	train.conceptset.13_snt.40	purpose.152	Why do they usually canoe across the lake, with rainbows, to the shore?	canoe-01
canoe on shore with rainbow across the lake	train.conceptset.13_snt.40	time.153	When will there usually be a canoe across the lake with a rainbow on it?	canoe-01
canoe on shore with rainbow across the lake	train.conceptset.13_snt.40	ARG0.154	Who's usually canoeing across the lake with a rainbow on the shore?	canoe-01
canoe on shore with rainbow across the lake	train.conceptset.13_snt.40	ARG1.155	Who is usually canoeing across the lake with a rainbow on the shore?	canoe-01
Several canoes parked in the grass on the shore of a lake	train.conceptset.13_snt.41	frame	park-01	park-01
Several canoes parked in the grass on the shore of a lake	train.conceptset.13_snt.41	manner.158	How are several canoe's usually parked in the grass by the lake's shores?	park-01
Several canoes parked in the grass on the shore of a lake	train.conceptset.13_snt.41	purpose.159	Why do several canoe's usually park in the grass on the lake's shores?	park-01
Several canoes parked in the grass on the shore of a lake	train.conceptset.13_snt.41	time.160	When do several canoe's usually park in the grass by the lake's shores?	park-01
Several canoes parked in the grass on the shore of a lake	train.conceptset.13_snt.41	ARG0.161	Who usually parks several canoe's in the grass by the lake's shores?	park-01
skiers make their way down the mountain	train.conceptset.14_snt.43	frame	make-19	make-19
skiers make their way down the mountain	train.conceptset.14_snt.43	location.162	Where do skiers usually make their way down the mountain from?	make-19
skiers make their way down the mountain	train.conceptset.14_snt.43	manner.163	How do skiers usually make their way down the mountain?	make-19
skiers make their way down the mountain	train.conceptset.14_snt.43	purpose.164	Why do skiers usually make their way down the mountain from the mountains?	make-19
skiers make their way down the mountain	train.conceptset.14_snt.43	time.165	When do skiers usually make their way down the mountain?	make-19
A skier making her way down a snowy mountain.	train.conceptset.14_snt.44	frame	make-19	make-19
A skier making her way down a snowy mountain.	train.conceptset.14_snt.44	location.166	Where do skiers usually make their way down from snowy mountains?	make-19
A skier making her way down a snowy mountain.	train.conceptset.14_snt.44	manner.167	How do skiers usually make their way down snowy mountains?	make-19
A skier making her way down a snowy mountain.	train.conceptset.14_snt.44	purpose.168	Why do skiers usually make their way down snowy mountains?	make-19
A skier making her way down a snowy mountain.	train.conceptset.14_snt.44	time.169	When do skiers usually make their way down snowy mountains?	make-19
driving boat on a lake	train.conceptset.15_snt.45	frame	drive-01	drive-01
driving boat on a lake	train.conceptset.15_snt.45	manner.170	How do boats usually drive on lakes?	drive-01
driving boat on a lake	train.conceptset.15_snt.45	purpose.171	Why do boats usually drive on lakes?	drive-01
driving boat on a lake	train.conceptset.15_snt.45	time.172	When do boats usually drive on the lake?	drive-01
driving boat on a lake	train.conceptset.15_snt.45	ARG0.173	Who's usually driving a boat on the lake?	drive-01
a boat is being driven through a lake	train.conceptset.15_snt.46	frame	drive-02	drive-02
a boat is being driven through a lake	train.conceptset.15_snt.46	location.174	Where do boats usually drive through the lake?	drive-02
a boat is being driven through a lake	train.conceptset.15_snt.46	manner.175	How are boats usually driven through the lake?	drive-02
a boat is being driven through a lake	train.conceptset.15_snt.46	purpose.176	Why are boats usually driven through the lake?	drive-02
a boat is being driven through a lake	train.conceptset.15_snt.46	time.177	When are the boats usually driven through the lake?	drive-02
a boat is being driven through a lake	train.conceptset.15_snt.46	ARG0.178	Who usually drives boats through the lake?	drive-02
a boat is being driven through a lake	train.conceptset.15_snt.46	ARG2.179	How often are boats usually driven through the lake?	drive-02
A fisherman drives his boat on the lake	train.conceptset.15_snt.47	frame	drive-01	drive-01
A fisherman drives his boat on the lake	train.conceptset.15_snt.47	manner.180	How do fishermen usually drive their boats to the lake?	drive-01
A fisherman drives his boat on the lake	train.conceptset.15_snt.47	purpose.181	Why do fishermen usually drive their boats in lakes?	drive-01
A fisherman drives his boat on the lake	train.conceptset.15_snt.47	time.182	When do fishermen usually drive their boats to the lake?	drive-01
A horse is eating grass.	train.conceptset.16_snt.48	frame	eat-01	eat-01
A horse is eating grass.	train.conceptset.16_snt.48	location.183	Where do horses usually eat grass?	eat-01
A horse is eating grass.	train.conceptset.16_snt.48	manner.184	How do horses usually eat grass?	eat-01
A horse is eating grass.	train.conceptset.16_snt.48	purpose.185	Why do horses usually eat grass?	eat-01
A horse is eating grass.	train.conceptset.16_snt.48	time.186	When do horses usually eat grass?	eat-01
The horses are eating grass.	train.conceptset.16_snt.49	frame	eat-01	eat-01
The old horse ate grass all day.	train.conceptset.16_snt.50	frame	eat-01	eat-01
The old horse ate grass all day.	train.conceptset.16_snt.50	location.191	Where do old horses usually eat grass all day long?	eat-01
The old horse ate grass all day.	train.conceptset.16_snt.50	manner.192	How is it that the old horse usually eats grass all day?	eat-01
The old horse ate grass all day.	train.conceptset.16_snt.50	purpose.193	Why do old horses usually eat grass all day?	eat-01
The old horse ate grass all day.	train.conceptset.16_snt.50	time.194	When does the old horse usually eat grass all day long?	eat-01
train coming down the track	train.conceptset.17_snt.51	frame	come-01	come-01
train coming down the track	train.conceptset.17_snt.51	location.195	Where does the train usually come down the track?	come-01
train coming down the track	train.conceptset.17_snt.51	manner.196	How does the train usually come down the track?	come-01
train coming down the track	train.conceptset.17_snt.51	purpose.197	Why do trains usually come down the tracks?	come-01
train coming down the track	train.conceptset.17_snt.51	time.198	When does the train usually come down the track?	come-01
train coming down the track	train.conceptset.17_snt.51	ARG2.199	So where does the train usually come down the track?	come-01
train coming down the track	train.conceptset.17_snt.51	ARG3.200	So which direction does the train usually come down the track?	come-01
A train is coming along on a track.	train.conceptset.17_snt.52	frame	come-01	come-01
A train is coming along on a track.	train.conceptset.17_snt.52	location.202	Where does the train usually come from along the track?	come-01
A train is coming along on a track.	train.conceptset.17_snt.52	manner.203	How does the train usually come along the track?	come-01
A train is coming along on a track.	train.conceptset.17_snt.52	purpose.204	Why do the trains usually come along the track?	come-01
A train is coming along on a track.	train.conceptset.17_snt.52	time.205	When does the train usually come along the track?	come-01
a long train in coming down some tracks	train.conceptset.17_snt.53	frame	come-01	come-01
a long train in coming down some tracks	train.conceptset.17_snt.53	location.209	Where does the long train usually come down some track?	come-01
a long train in coming down some tracks	train.conceptset.17_snt.53	manner.210	How do long trains usually come down some tracks?	come-01
a long train in coming down some tracks	train.conceptset.17_snt.53	purpose.211	Why do long trains usually come down some tracks?	come-01
a long train in coming down some tracks	train.conceptset.17_snt.53	time.212	When does the long train usually come down some track?	come-01
a long train in coming down some tracks	train.conceptset.17_snt.53	ARG2.213	So where does the long train usually come from that goes down some track?	come-01
train moving on the tracks	train.conceptset.18_snt.54	frame	move-01	move-01
train moving on the tracks	train.conceptset.18_snt.54	manner.215	How are trains usually moved on the tracks?	move-01
train moving on the tracks	train.conceptset.18_snt.54	purpose.216	Why are trains usually moving on track?	move-01
train moving on the tracks	train.conceptset.18_snt.54	time.217	When do trains usually move on track?	move-01
train moving on the tracks	train.conceptset.18_snt.54	ARG0.218	Who usually moves the train on track?	move-01
train moving on the tracks	train.conceptset.18_snt.54	ARG2.219	How often do trains usually move on track?	move-01
A red train is moving down a track	train.conceptset.18_snt.55	frame	move-01	move-01
A red train is moving down a track	train.conceptset.18_snt.55	location.220	Where does the red train usually move down the track?	move-01
A red train is moving down a track	train.conceptset.18_snt.55	manner.221	How do red trains usually move down the track?	move-01
A red train is moving down a track	train.conceptset.18_snt.55	purpose.222	Why do red trains usually move down the track?	move-01
A red train is moving down a track	train.conceptset.18_snt.55	time.223	When does the red train usually move down the track?	move-01
A red train is moving down a track	train.conceptset.18_snt.55	ARG0.224	Who usually moves the red train down the track?	move-01
A train moves slowly on some empty tracks	train.conceptset.18_snt.56	frame	move-01	move-01
A train moves slowly on some empty tracks	train.conceptset.18_snt.56	manner.225	How are trains usually moving slowly on some empty track?	move-01
A train moves slowly on some empty tracks	train.conceptset.18_snt.56	purpose.226	Why do trains usually move slowly on some empty track?	move-01
A train moves slowly on some empty tracks	train.conceptset.18_snt.56	time.227	When are trains usually moving slowly on some empty track?	move-01
A train moves slowly on some empty tracks	train.conceptset.18_snt.56	ARG0.228	Who usually moves the train slowly on some empty track?	move-01
A train moves slowly on some empty tracks	train.conceptset.18_snt.56	ARG2.229	Train movements are usually slow on some empty tracks.	move-01
a train leaves the station	train.conceptset.19_snt.57	frame	leave-11	leave-11
a train leaves the station	train.conceptset.19_snt.57	location.230	Where does the train usually leave the station?	leave-11
a train leaves the station	train.conceptset.19_snt.57	manner.231	How do trains usually leave the station?	leave-11
a train leaves the station	train.conceptset.19_snt.57	purpose.232	Why do trains usually leave the station?	leave-11
a train leaves the station	train.conceptset.19_snt.57	time.233	When does the train usually leave the station?	leave-11
a train leaving station bound	train.conceptset.19_snt.58	frame	bind-03	bind-03
a train leaving station bound	train.conceptset.19_snt.58	location.235	Where do trains usually bind up to stations?	bind-03
a train leaving station bound	train.conceptset.19_snt.58	manner.236	How are trains usually bound for the station?	bind-03
a train leaving station bound	train.conceptset.19_snt.58	purpose.237	Why are trains usually bound for the station?	bind-03
a train leaving station bound	train.conceptset.19_snt.58	time.238	When are trains usually bound for the station?	bind-03
passengers leaving a train on a station	train.conceptset.20_snt.61	frame	leave-11	leave-11
passengers leaving a train on a station	train.conceptset.20_snt.61	manner.239	How do passengers usually leave the train at the station?	leave-11
passengers leaving a train on a station	train.conceptset.20_snt.61	purpose.240	Why do passengers usually leave the train at the station?	leave-11
passengers leaving a train on a station	train.conceptset.20_snt.61	time.241	When do passengers usually leave the train at the station?	leave-11
passengers leaving a train on a station	train.conceptset.20_snt.61	ARG2.242	Where do passengers usually leave the train at the station?	leave-11
a train arrives at station	train.conceptset.21_snt.63	frame	arrive-01	arrive-01
a train arrives at station	train.conceptset.21_snt.63	location.243	Where does the train usually arrive at the station?	arrive-01
a train arrives at station	train.conceptset.21_snt.63	manner.244	How do trains usually arrive at the station?	arrive-01
a train arrives at station	train.conceptset.21_snt.63	purpose.245	Why do trains usually arrive at the station?	arrive-01
a train arrives at station	train.conceptset.21_snt.63	time.246	When does the train usually arrive at the station?	arrive-01
a train arrives at station	train.conceptset.21_snt.63	ARG3.248	How often do trains usually arrive at the station?	arrive-01
train arriving at the station	train.conceptset.21_snt.64	frame	arrive-01	arrive-01
subway train arrives in the station	train.conceptset.21_snt.65	frame	arrive-01	arrive-01
subway train arrives in the station	train.conceptset.21_snt.65	location.255	When does the subway train usually arrive at the station?	arrive-01
subway train arrives in the station	train.conceptset.21_snt.65	manner.256	How do subway trains usually arrive at the station?	arrive-01
subway train arrives in the station	train.conceptset.21_snt.65	purpose.257	Why do subway trains usually arrive at the station?	arrive-01
subway train arrives in the station	train.conceptset.21_snt.65	ARG3.260	How often do subway trains usually arrive at the station?	arrive-01
a train sits at the station	train.conceptset.22_snt.66	frame	sit-01	sit-01
a train sits at the station	train.conceptset.22_snt.66	location.261	Where does the train usually sit at the station?	sit-01
a train sits at the station	train.conceptset.22_snt.66	manner.262	How are trains usually sitting at stations?	sit-01
a train sits at the station	train.conceptset.22_snt.66	purpose.263	Why do trains usually sit at stations?	sit-01
a train sits at the station	train.conceptset.22_snt.66	time.264	When are the trains usually sitting at the station?	sit-01
A red train sitting at an empty station.	train.conceptset.22_snt.68	frame	sit-01	sit-01
A red train sitting at an empty station.	train.conceptset.22_snt.68	location.265	Where do red trains usually sit in empty stations?	sit-01
A red train sitting at an empty station.	train.conceptset.22_snt.68	manner.266	How do red trains usually sit at empty stations?	sit-01
A red train sitting at an empty station.	train.conceptset.22_snt.68	purpose.267	Why do red trains usually sit at empty stations?	sit-01
A red train sitting at an empty station.	train.conceptset.22_snt.68	time.268	When do the red trains usually sit at empty stations?	sit-01
a tea of horses pull a wagon	train.conceptset.23_snt.69	frame	pull-01	pull-01
a tea of horses pull a wagon	train.conceptset.23_snt.69	location.269	Where do tea horses usually pull wagon?	pull-01
a tea of horses pull a wagon	train.conceptset.23_snt.69	manner.270	How are tea horses usually pulled wagon?	pull-01
a tea of horses pull a wagon	train.conceptset.23_snt.69	purpose.271	Why do tea horses usually pull wagons?	pull-01
a tea of horses pull a wagon	train.conceptset.23_snt.69	time.272	When do tea horses usually pull wagons?	pull-01
a tea of horses pull a wagon	train.conceptset.23_snt.69	ARG2.273	Where do tea horses usually pull the wagon?	pull-01
horse pulling man on wagon .	train.conceptset.23_snt.70	frame	pull-01	pull-01
horse pulling man on wagon .	train.conceptset.23_snt.70	location.275	Where do horses usually pull men to the wagon?	pull-01
horse pulling man on wagon .	train.conceptset.23_snt.70	manner.276	How are horses usually pulling men to the wagon?	pull-01
horse pulling man on wagon .	train.conceptset.23_snt.70	purpose.277	Why do horses usually pull men into the wagon?	pull-01
horse pulling man on wagon .	train.conceptset.23_snt.70	time.278	When does the horse usually pull the men to the wagon?	pull-01
A wagon is being pulled by horses.	train.conceptset.23_snt.71	frame	pull-01	pull-01
A wagon is being pulled by horses.	train.conceptset.23_snt.71	location.281	Where do horses usually pull wagon?	pull-01
A wagon is being pulled by horses.	train.conceptset.23_snt.71	manner.282	How are horses usually pulled wagon?	pull-01
A wagon is being pulled by horses.	train.conceptset.23_snt.71	purpose.283	Why do horses usually pull wagons?	pull-01
A wagon is being pulled by horses.	train.conceptset.23_snt.71	time.284	When do the horses usually pull the wagon?	pull-01
